observations_o
2.2077596
1.123466
1.5960994
-0.32108033
3.081918
2.6865878
-0.18527186
1.8678031
2.5589428
1.0394613
1.6517589
1.2105876
3.515519
4.240716
4.00673
3.9329598
3.8915474
3.5206048
3.0956676
3.8271537
3.825223
4.4077187
0.7196479
3.6181006
4.210101
2.1841698
2.4068527
1.486001
2.0078983
0.72848916
1.5997953
2.0069003
1.8897486
0.39566934
1.4426256
-0.54573035
1.5690668
1.512912
1.3154887
1.1646726
1.941876
0.5680452
0.8322601
2.1183221
4.923455
2.6981182
2.2634282
3.3373768
1.9825246
1.7131369
3.562042
4.111477
3.4130423
1.2019222
5.1788807
3.1686091
2.6669884
2.049329
3.602823
2.8057928
3.0859468
3.1279047
5.012308
2.3231072
4.003048
3.0753822
1.7421778
2.9526434
7.081979
4.7424345
4.2553687
5.7578015
5.281126
6.3437657
6.426474
5.443534
5.618808
5.4994264
4.9159737
5.760238
6.8684816
5.42174
6.47412
5.657064
3.422344
5.8886766
4.140496
4.1585274
4.789826
4.797441
6.935738
5.733544
6.3150153
4.5867724
6.3193855
5.65705
7.181264
6.693223
6.0350323
5.620958
5.8841176
5.8588486
4.896326
5.214052
6.2290063
3.219168
5.4367723
5.9927697
4.724925
4.9370503
4.201596
6.489371
6.0965962
5.8135185
5.193784
6.4110847
4.5185223
6.514924
3.3951838
4.1370993
5.6476693
5.3753095
6.6781397
4.9791245
5.1408505
6.6505938
3.3737113
4.5668736
5.6056833
5.7325635
5.9528165
5.8034363
5.4958115
5.131269
4.5125594
7.2771745
5.5757556
5.716254
5.342291
3.9180546
4.2649674
4.4252014
5.7917123
6.063805
7.2762413
4.700062
6.2414613
5.791084
4.887577
5.2264447
5.291306
6.0632443
4.848348
3.8132348
3.8076563
6.3663793
5.955522
3.1316369
3.7772603
4.726321
4.4149084
5.0814304
6.772752
5.6158066
6.02474
7.172613
4.139931
4.616466
4.666354
6.2447796
4.465249
6.223301
4.315557
5.480715
6.2892747
3.8231702
4.7148952
4.993684
4.2737865
6.774484
6.245284
6.373597
6.119266
5.065495
5.762852
4.253943
6.376353
5.226954
6.2712207
4.651053
6.4228005
4.323043
7.6611967
4.1767063
4.7794194
5.501772
3.9385536
5.4539146
6.415295
3.8258781
7.9882584
4.677484
4.8894854
5.1038003
5.567279
3.5350842
4.6731358
4.26157
5.6174946
6.9243646
6.1524086
6.8623147
6.094599
5.484667
4.6426573
6.44912
6.2800617
5.1462398
4.5254087
4.118884
5.9050555
5.216929
6.142706
6.01562
6.746109
3.9331002
3.9974463
3.504716
6.0309234
5.8291144
4.193971
6.42091
4.2686176
4.6785507
4.229374
5.036298
6.644903
5.7107096
4.820218
5.568179
6.7090936
4.953489
4.4927826
7.323867
5.476735
5.921907
5.973306
6.218556
6.0301304
5.77638
3.1159708
6.1009026
5.406748
6.1118875
6.198867
6.5083833
4.880594
6.5889053
6.0278134
5.239492
5.78699
7.1715293
4.9901323
6.665178
7.1772275
7.3430085
6.344741
3.6195526
5.2403274
5.470658
6.3093033
5.010752
4.1786647
6.166808
4.8667636
5.297384
7.6523
5.2003975
6.6543703
5.596277
4.154069
5.4710565
4.7590284
5.286459
6.2850513
5.9216137
7.0847216
5.358357
6.603457
4.892989
7.1425166
4.832465
5.4296455
6.288364
6.121938
3.461316
6.258763
4.2834535
5.116738
6.3919506
5.412162
6.212533
6.361016
3.8084059
5.55688
6.5019283
5.0894146
6.0387163
6.7525644
4.5327187
5.5156865
5.8316665
5.7320647
6.500185
4.48869
5.70836
5.996923
4.7440825
5.3391004
5.6475153
6.6935472
6.3378572
6.1967444
3.9626958
6.075899
6.702509
5.6751685
5.687758
5.7402916
7.075133
5.4782057
4.9376054
7.0165443
6.8461037
5.6444654
5.8262367
6.321565
5.486938
5.8825655
4.172985
5.70137
5.3518224
5.317747
5.9323006
5.65173
4.9305005
7.4599304
5.812194
4.388156
4.854431
7.81835
6.668236
4.2765207
4.873191
5.547518
6.2500315
4.6808233
6.529558
4.734943
6.8332024
4.9295053
7.1712265
4.997025
4.5444446
6.1365824
5.2024155
3.9780166
4.1938534
4.196053
6.006774
6.578904
5.3812723
5.145527
7.2567368
4.8699903
5.2627373
4.3584676
5.957075
6.58626
5.8963637
5.7930617
6.637616
4.6563315
5.88921
4.749933
4.8897595
6.535225
6.3635807
5.9311204
5.1682496
4.346854
4.899442
6.185973
4.882681
5.6734047
5.3249865
5.728287
5.159243
6.8143325
5.921024
5.7455835
3.9200907
3.9955616
4.1221533
5.413847
5.479648
6.117866
6.622343
5.760651
5.431275
5.0459886
5.462886
6.1440644
4.9584813
5.8975506
5.819081
5.620817
4.581712
4.8311567
4.844272
6.5159907
6.566297
3.6674974
4.3808603
6.0425367
4.4564533
6.0520763
5.358202
3.085325
6.6755586
2.1785192
1.4395168
2.0337877
2.5465472
2.973252
1.7252967
3.5087345
0.84740025
0.60544604
1.467652
2.8824306
2.3733716
0.95564985
1.3698298
0.73890924
1.3550727
1.129447
2.7981014
3.3615673
1.4127756
2.0113065
1.0077406
1.7067333
0.35102868
0.38761282
1.9669795
2.2166727
2.0220668
2.4286985
1.9537661
2.1208982
-0.85728407
1.6807275
2.865168
1.3380649
0.23467958
1.6709903
2.0239606
3.040928
1.5774066
0.60176164
1.3108803
3.1543486
0.72669464
-7.6293945e-06
0.1609999
1.2156742
2.6683455
3.044851
1.3432426
-0.12716794
1.3352118
1.9408547
0.5989379
2.4391222
1.3500422
1.4362302
0.6102902
2.5886345
1.47641
1.3271043
2.6416073
2.5868838
2.4675581
2.263466
0.8503875
1.9446062
0.48473275
2.2180753
1.7886945
