observations_o1
2.0946012
1.5230503
0.37215006
2.0592997
0.755767
2.8121102
0.8819264
0.6459144
1.0771108
2.3402667
2.1032197
2.4106631
0.69504917
1.5302778
0.13947392
0.7872241
3.2021034
1.852817
1.8198581
1.3331252
0.4619224
0.79248613
0.41479015
2.1238322
1.4063083
1.20065
1.2235279
1.8585383
3.1569927
2.4889777
1.0642962
1.7930272
1.3343737
2.6518385
3.012395
1.1460252
1.2229419
1.7122316
3.666175
1.8118646
2.4144752
-0.7206485
2.43561
1.2512512
1.584628
1.4155835
0.13990939
0.92945975
1.2969352
0.92952394
1.5792164
1.7696908
3.5708294
1.1399947
2.2512498
2.4060721
0.71634525
0.86579984
1.6586335
2.0113182
-0.016027331
3.1970725
2.6121767
1.1743453
2.2486932
1.4829522
1.1950082
1.4282048
0.59470445
0.65340227
3.0758042
2.845808
0.73957914
1.2172191
0.01958108
1.0922003
0.5265565
0.77744573
0.77874607
-0.16894579
2.8831296
1.4085042
1.0397447
0.74040216
1.986099
2.0417223
0.16300917
0.78373736
2.15704
1.9136987
1.7659698
1.5330716
1.7138162
0.89057225
1.4773799
0.1332674
2.1889691
2.535183
3.4221044
1.6497961
0.8980147
1.5019774
0.6271424
2.5718992
2.0159454
2.1744053
1.6817629
1.2640451
3.3295488
0.82234246
1.5313379
2.1281238
1.7745775
1.3623894
-1.3132305
0.71431637
2.1999164
0.032224298
2.933985
2.9770494
0.61285317
1.5165102
0.06712103
0.71809715
0.24627793
0.8827669
3.4062717
3.810244
0.25778925
4.4495583
4.01583
2.787572
5.7710104
2.0040274
2.948478
1.8638705
1.3452053
4.4828663
2.723887
3.0051105
3.922629
1.7901269
4.2455616
4.1599636
3.0879464
2.9022882
1.8587415
1.0876237
3.2294228
1.3811975
3.536211
1.8998659
3.9883275
6.323167
5.183124
7.4491377
5.4801345
7.0478363
4.9335923
6.2324367
6.6199875
5.1841054
5.2919674
5.490968
6.080001
4.6069703
4.9185348
4.4653587
5.4202075
7.812891
4.752202
5.315101
5.1886497
7.295289
6.3443503
5.998297
5.26901
5.3300147
5.3636074
5.8335795
4.4338923
5.433478
5.400058
5.300831
4.7282343
5.851726
3.9508228
5.8442893
7.5544205
6.0710263
4.4997225
6.107222
4.760469
6.7150354
5.6135097
6.4758577
6.1527934
5.8530464
5.2950993
7.1067924
5.425263
4.6984925
4.896708
7.354925
5.1585894
5.4535985
6.965363
6.187548
5.481878
4.823628
5.282306
5.124148
3.976396
