observations_o
0.7699228
2.4802787
0.85506296
1.8266667
1.2943603
1.2089367
2.6771302
1.6639479
1.8699698
2.0555708
-0.5234051
1.4622529
0.75616336
2.753055
3.0690703
1.9094348
1.346972
0.060828686
1.3484553
2.1866186
1.6502944
2.3760445
1.633492
1.5047805
1.8855318
1.7677056
-0.29999542
0.29406404
-0.9055424
1.0109417
1.8040605
-0.32622385
0.9695375
0.9229259
1.4269583
-0.29982305
1.2841104
1.1858239
3.0854602
1.5723498
0.346673
2.224751
0.6888423
2.435864
-0.13275301
1.2269187
1.5017345
0.84308076
1.4342622
1.54365
2.9199915
0.8664724
0.91050977
2.9581113
1.3801113
0.3697889
1.8775027
1.529484
0.9200058
0.87639123
1.4596769
0.45762765
0.7791895
1.8284297
0.63821965
1.7743624
0.60796165
-0.012517571
0.64029396
2.4573448
3.1018581
1.4563348
1.566143
0.15809214
2.4215093
0.11721909
1.7889669
0.9750168
2.2016802
0.80837184
0.5703357
1.063077
0.50045127
1.4542055
2.8105397
1.1092535
1.265603
1.1089402
2.5478327
2.6390977
0.3588946
0.17751324
2.129395
1.2527461
1.1335037
1.5970138
1.8986304
1.535282
2.3860307
-0.21575582
0.7403324
1.5594251
0.78560716
2.1685712
0.3462082
-0.4962331
1.675003
2.6578217
2.3276572
3.1179085
3.064292
2.2668977
0.5793849
2.3836775
2.3578122
2.5077744
0.9755118
-0.46900034
1.1491022
2.8344173
2.4770446
0.38187885
0.5794589
3.1423697
1.7566078
1.4208486
1.7910564
1.5074248
1.0283219
1.7973137
1.3993684
1.7440467
1.9930484
0.26095033
1.5398817
1.5569761
0.0095191
3.6761737
2.700176
1.9329271
1.1225471
1.8444428
0.78604513
1.3104526
1.71339
2.9646447
2.9113724
1.3382211
1.1118575
-0.5578859
1.5351084
1.9564387
1.9763453
2.4633725
0.6723746
2.6247764
3.4090493
1.4121153
1.6081516
2.8413196
2.1993685
0.75020653
1.1723258
0.66607016
1.9560337
0.11225593
1.9994888
