observations_1,observations_2,observations_3,observations_4,observations_5,observations_6,observations_7,observations_8
0.7199869160173904,1.7411225617441008,1.2836588694126192,1.8273124806718393,1.6092499161495084,1.7138756181425272,1.4353776352271357,1.6822080821042835
2.2857137704759527,1.5551289654884002,1.3163377383392927,1.5084323764583623,0.6451852101055096,1.4773711710731128,3.244130609811659,2.2936042378239154
1.0428203798076563,2.0300048921367218,1.6138108133358529,1.5502321463894049,1.08636615813338,1.1618095255962473,7.092286791296502,2.3652750015957658
2.3288021126893437,1.5713651915540154,0.9477117944718607,0.6089835221250315,1.0238758956600247,1.4474057420415871,5.660949607386055,2.9311078041056486
3.9068744104303708,0.17644406417564973,2.3382919913785116,2.157185885147552,2.2576906088846993,2.3962923430894687,4.831685028425277,5.69655422767168
4.64691010625809,1.0608813278338847,1.1407667522677336,0.9100616222858875,3.532674132955778,3.5997376369587553,10.654224381269284,6.279315862238825
4.0530189211104215,3.8469552986799265,1.123537567276676,2.2244042595400177,4.920782360066223,3.892816446427233,7.861233691569325,9.11852179644842
3.6884175136061437,2.7811480390434564,1.1454074800509861,1.2982411147720239,6.0548262196042835,5.2623037939350255,10.725930839954707,8.156811990564453
5.6952524247196905,2.525360509329291,0.5395499644172634,1.3811643268671645,5.062279929427216,4.585272266999468,10.233805653588561,9.13150830673305
6.3061706066625405,3.7796974676157475,1.7343132741533935,1.9119002475899247,10.017269248270718,5.715309372705121,14.959985392722317,8.20922329426055
6.068745568840491,6.2846235908542205,2.1648796480067336,1.7669335666178316,7.046186802993912,6.1740863813597215,13.799767086486519,12.55843925206382
6.160132912156811,6.495114601650702,0.9066708169126727,3.7462709413823596,7.340563155341702,5.835340255902164,11.879339548896752,7.020070448474694
12.349207243337982,5.233900229144879,1.0245998712824864,4.299931839526916,7.112538893691905,5.601826541822952,8.72835592260834,6.431956985630645
8.922298646162844,8.025232226983174,2.600041430021337,5.429054650854731,9.350649892762828,6.380259733230531,10.90942278489793,7.6886033298830085
7.547946745439845,8.355840741753667,5.373501206577306,6.527881701937311,10.771338206027341,5.641855810504634,9.965425954097324,7.7262236965499085
10.644552146529342,9.579073539980083,7.0479934917388505,6.095421285926449,10.87735934764331,6.543915397706986,4.47146620159991,9.207898033541241
13.24745726156872,12.004513327603831,5.19318200507875,16.38034446477676,12.291485214876207,10.366602980930065,10.220206883170583,10.973798201675027
14.683111473757041,13.900196447299507,4.298631150244539,11.416744500408363,1.4294772830483513,9.329455175897923,7.6046012826128795,10.411230058386924
5.802899835367114,15.44393054586713,4.72522211732041,16.477060759888246,12.854295139988874,13.853168710932945,1.480834093951536,12.601791450328719
11.374148825505824,12.54930145753341,7.04343651356497,6.51247816947987,6.3891018310881265,4.631064573146187,1.3875177825838527,14.50031992619353
11.066974484708872,15.736954764403983,7.1710827306435405,14.548869505690146,14.43215904891386,9.560391080043143,1.8371928353615221,13.881431034150499
11.064976207911617,11.469312896926592,5.7996421166484176,10.275730357765077,6.213781888506361,4.835698169135789,0.8546212530431099,2.629954629111676
6.336009967286628,9.503177376046263,5.93529753788447,10.453593680214983,15.20932188002222,7.022037009490305,0.9028430982890736,6.933408966043785
6.144145906230666,9.731032158130407,6.022087964320708,7.454657696896632,10.41464407069179,14.31582569334008,1.3173635719422023,6.281455792856736
10.818582613637165,11.98187147113105,13.803872010137159,11.156825687684812,10.72998031570928,7.334286112733867,1.3854848531987152,3.598373218551515
8.93618495601351,14.149943247136068,13.257540513638101,14.438468435265364,12.999669329698332,4.844872006592354,1.7386562771600804,12.445914007826609
4.677731878847318,5.553523166427475,9.49085132600937,2.63514288651821,15.605446746234552,8.881889852837048,1.6201896615114997,11.09328142733521
3.8745707773059603,9.841729958779467,7.76658614583998,17.465237688218565,10.663512681344265,10.031597003518574,1.7570908092950592,15.18165497473569
13.325363941206465,9.139895826069019,7.527383070195171,18.05784264145398,5.246002763637172,10.051748219222642,1.7697138014550688,6.397456146171844
13.14627500958241,11.537293695846223,10.602911922269094,17.517129805506663,9.778706091363794,10.967906466517636,1.4192806318118762,13.170140557162025
0.998850371391196,7.694702247537187,9.61958658819091,6.353250842307212,10.573202842607703,14.886502024727868,1.7300089229890698,10.42290969885099
7.870554852954129,11.632388817373197,14.844209209773236,9.23073732234408,9.727862475707798,11.31030464812132,2.13583482174546,12.097167450727927
8.945930948897804,7.908703486476863,10.513657865799605,9.0158624041188,7.048919145604351,7.874245267468918,1.4205348115900183,14.410332301225779
13.654586475272659,11.715040025636348,11.246891162635816,10.484703460834801,7.365204878555428,10.42285162548417,1.1309544117926684,10.239441828106369
13.614585711798409,9.119831969832493,8.6988068902636,13.193614963419229,6.964215564599947,4.088369430893955,0.9723887461386198,6.289011603053591
11.418016655633505,3.120135979809918,7.187476296106251,16.07006615326341,9.481477185931645,9.11817238649531,1.6557958601907607,4.997496992893858
12.376196665320009,5.6912662545430095,9.73570201587416,9.34748723931736,8.008523351020159,14.0988942779842,4.099517985007548,5.031952059583936
7.871764994977081,7.800138540792048,7.999406404485072,8.622073330389856,9.209369107399237,14.286976453282502,3.6233088699549096,8.588421847332
9.548599674010685,3.5821434166438024,11.977498199085169,5.608462234974493,12.31261669286,13.10771659622068,3.0836332442814793,6.752078260717568
13.403242037416167,3.437112827599684,1.9201369347571458,6.464744761773375,4.143330531304905,8.25632202100472,3.291622882025834,13.36444256416818
11.3452830745926,3.0937283775493434,9.537973109548723,8.395224190984003,13.8833240237663,12.4573393211685,3.9777794091597514,5.5996814741599295
10.669919546580804,13.784292796048703,6.557349071099534,7.163963850967438,12.157610701975425,7.777330877494773,3.3502264807831743,10.209712148855665
7.507513557722746,15.038821823289496,9.687408210369128,13.072363285659211,14.038799621743781,4.601459960527819,3.953026091074058,9.28561170781144
7.9247919557894875,8.83676511291559,11.834454004554424,7.343713874349557,9.760142287222845,17.150835390782746,5.254504977264872,7.9863412687942095
13.261865377800728,9.747719310379946,9.821628363117476,2.54735265473715,1.7795133243809556,10.039993168457887,6.592162098921275,1.5866337262997927
13.670368685158078,10.237176251227613,12.24194526395501,10.32952836479122,9.499003652025898,14.19447546029594,6.097549662242805,4.072973270485747
3.6673931526111865,7.214651059369764,8.595490269070261,12.9838921243851,6.378088402380509,14.02569236409073,5.582867921359259,5.1437000695615716
9.309543944175331,13.092348163656716,8.879183066483705,3.9347657942225087,9.315443648550637,10.001641975949013,6.302086014837261,3.67950935678153
9.93808830992161,11.636464073570941,10.912133396383748,9.103591044931921,14.44077561003754,9.219645415260345,10.750991852976131,3.8564878830374703
14.255472383225246,7.280176352591571,8.340766064380901,6.482805841385417,10.77798198373726,8.375734371139224,6.3607131456205614,6.722931592967019
11.98537338076672,4.958761677883473,9.092070378226069,11.159935679218048,9.371101398551328,12.47847783298942,10.119556201406017,5.750843627992602
10.029736212114084,9.582049349849548,9.461673267092777,15.050808962634221,8.615460552257343,11.408643227328188,7.343632897296171,6.439606772107737
8.23294683153022,10.663746470492164,4.070521779011941,12.18252072845636,9.1643973923108,10.755713243536391,13.287210444287041,6.66618079194771
12.123629115422396,7.863720952411761,12.743899958218584,10.275656117401681,11.16068658726796,10.60324680556744,15.85560217137613,6.508919803117596
12.04605732315013,9.357047269709572,6.629876362093174,12.539453017997197,7.274453424243209,9.004252702745205,11.03063097724694,6.833147878433653
12.096046948632381,3.4150659354624917,9.76765904644244,12.914652029840138,9.381962446614619,12.808294305359752,9.012452257994184,5.654912059912082
8.350047833176635,9.315611976707281,6.044450913319281,10.094654174371403,6.594180006553799,4.327924253724788,5.973070610541445,5.764535346817425
8.898725690113967,13.840816247274272,7.349960860909267,10.93373661685676,12.296815718317063,13.248065614757373,9.653975616765276,6.240048145941131
15.158171381278294,9.93677644167385,11.893274485047684,12.086509030118929,5.567856293933833,7.897033301575437,14.663525887224864,6.2488660805236975
8.352945118528577,13.177167599775373,8.409231203684037,3.722303515600686,9.756696469553884,13.237906615673552,10.158177980524133,5.109724667568983
13.08011757826112,3.7428985825434555,14.676289887156582,12.488973957630737,12.71555434308759,9.358440672564381,10.817685203474618,9.37570192635739
8.156578220232984,10.27686687249598,13.608456384245851,6.105892299829758,11.400384364425111,8.899780916141719,6.761978034938149,9.952005194531111
4.701434069592551,6.8810275557747005,16.231741142292773,12.92779914979527,11.99701796933239,11.776196720234719,12.712407760104547,16.08134505851998
17.14061383061565,9.001021764460937,9.852376832198907,5.833085074084497,9.599917374780222,10.360217915442352,7.520272503817019,6.53205794702961
12.55056300457446,6.101721516409302,8.449865400725592,7.057658914478683,10.153815748211027,14.81319795868232,6.089977209950835,7.828832120815282
1.1342062149632834,14.376335533421688,10.161993913471587,4.4716016497126745,13.952293129460209,8.972804794084414,8.078351623985075,7.187400814119499
2.172526706859582,10.306312380934568,9.033143909039339,12.75842869764963,9.481669006515641,13.122604565611919,9.712341930558427,13.272355305902856
3.2227962543989843,14.7010910175842,8.41298175970751,5.5278305590663415,9.6382036745078,6.5524208030026685,14.41410679497476,10.925005654647741
5.91218892136488,10.30156283527646,7.207480749502427,10.829800103041041,11.945641392970845,6.996177616260976,7.120344797935992,9.350476348548565
4.899001656326934,7.91231918916024,13.105067819811552,9.723861379471558,11.175501512230571,15.339604786373869,5.4735780344315685,6.781194976116058
6.487965377729505,4.54192151863117,8.311595578754027,19.112522002073224,9.478320816452399,6.266143646130725,9.65900208983092,9.0000241011278
5.96735267602601,11.940822439922336,14.365077102569444,12.027916749949021,10.504151018525597,9.956747746865531,9.735367152574355,10.438710409104864
